fill	x	y	xmin	xmax	ymin	ymax
#D1D1D1	3.5	2.5	3.375	3.625	2.375	2.625
#7F7F7F	2.25	1	2.125	2.375	0.875	1.125
#A1A1A1	3	1	2.875	3.125	0.875	1.125
#8D8D8D	2.5	1	2.375	2.625	0.875	1.125
#E2E2E2	3	0	2.875	3.125	-0.125	0.125
#C6C6C6	3.25	1.5	3.125	3.375	1.375	1.625
#D1D1D1	3	1.5	2.875	3.125	1.375	1.625
#E2E2E2	3.75	2.5	3.625	3.875	2.375	2.625
#979797	2.5	0	2.375	2.625	-0.125	0.125
#AFAFAF	3.25	2	3.125	3.375	1.875	2.125
#A6A6A6	3	2	2.875	3.125	1.875	2.125
#404040	1.25	0	1.125	1.375	-0.125	0.125
#656565	2	0	1.875	2.125	-0.125	0.125
#FFFFFF	4.25	3.75	4.125	4.375	3.625	3.875
#D1D1D1	3.5	1.5	3.375	3.625	1.375	1.625
#E2E2E2	3.5	2	3.375	3.625	1.875	2.125
#737373	1.5	1	1.375	1.625	0.875	1.125
#717171	2	1	1.875	2.125	0.875	1.125
#434343	1.5	0	1.375	1.625	-0.125	0.125
#D1D1D1	3.75	2.25	3.625	3.875	2.125	2.375
#D1D1D1	3.25	1	3.125	3.375	0.875	1.125
#929292	2.75	1	2.625	2.875	0.875	1.125
#FFFFFF	3.75	3.25	3.625	3.875	3.125	3.375
#252525	0.5	0	0.375	0.625	-0.125	0.125
#353535	1	0	0.875	1.125	-0.125	0.125
#505050	1.75	0	1.625	1.875	-0.125	0.125
#727272	2.25	0	2.125	2.375	-0.125	0.125
#B6B6B6	2.75	0	2.625	2.875	-0.125	0.125
#292929	0.25	0	0.125	0.375	-0.125	0.125
#BDBDBD	2.5	2	2.375	2.625	1.875	2.125
#D1D1D1	1.75	2	1.625	1.875	1.875	2.125
#FFFFFF	1.5	2	1.375	1.625	1.875	2.125
#303030	0.75	0	0.625	0.875	-0.125	0.125
#787878	1.75	1	1.625	1.875	0.875	1.125
#FFFFFF	3.75	2.75	3.625	3.875	2.625	2.875
#E2E2E2	1.5	1.5	1.375	1.625	1.375	1.625
#FFFFFF	2.25	1.5	2.125	2.375	1.375	1.625
#AFAFAF	2.75	2	2.625	2.875	1.875	2.125
#E2E2E2	2.75	1.5	2.625	2.875	1.375	1.625
#FFFFFF	1.75	1.5	1.625	1.875	1.375	1.625
#808080	1.25	1	1.125	1.375	0.875	1.125
#FFFFFF	3.25	2.25	3.125	3.375	2.125	2.375
#FFFFFF	3.5	2.75	3.375	3.625	2.625	2.875
#7A7A7A	1	1	0.875	1.125	0.875	1.125
#B6B6B6	2.5	1.5	2.375	2.625	1.375	1.625
#979797	0.75	1	0.625	0.875	0.875	1.125
#D1D1D1	2	2	1.875	2.125	1.875	2.125
#A1A1A1	0.5	1	0.375	0.625	0.875	1.125
#000000	0	0	-0.125	0.125	-0.125	0.125
#FFFFFF	1	1.5	0.875	1.125	1.375	1.625
#FFFFFF	0.75	1.5	0.625	0.875	1.375	1.625
#AFAFAF	0.25	1	0.125	0.375	0.875	1.125
