group	x	y	clickSelects	showSelected1
3320	1.75	-0.25	621	1000,0
3320	1.75	0.25	621	1000,0
3320	4.75	3.25	621	1000,0
3320	5.25	3.25	621	1000,0
3320	5.25	-0.25	621	1000,0
3320	1.75	-0.25	621	1000,0
3320	-44.75	3.25	621	1050,0
3320	-44.75	3.75	621	1050,0
3320	-16.25	32.25	621	1050,0
3320	-15.75	32.25	621	1050,0
3320	-14.75	31.25	621	1050,0
3320	-14.75	30.75	621	1050,0
3320	-15.75	29.75	621	1050,0
3320	-15.75	27.25	621	1050,0
3320	-15.25	26.75	621	1050,0
3320	-15.25	24.75	621	1050,0
3320	-14.75	24.25	621	1050,0
3320	-14.25	24.25	621	1050,0
3320	-13.75	24.75	621	1050,0
3320	-12.75	24.75	621	1050,0
3320	-12.25	25.25	621	1050,0
3320	-11.75	25.25	621	1050,0
3320	-10.75	24.25	621	1050,0
3320	-10.75	23.25	621	1050,0
3320	-10.25	22.75	621	1050,0
3320	-10.25	22.25	621	1050,0
3320	-11.25	22.25	621	1050,0
3320	-11.25	19.75	621	1050,0
3320	-10.75	19.25	621	1050,0
3320	-10.75	18.25	621	1050,0
3320	-10.25	18.25	621	1050,0
3320	-9.75	18.75	621	1050,0
3320	-9.25	18.75	621	1050,0
3320	-8.75	18.25	621	1050,0
3320	-7.25	18.25	621	1050,0
3320	-7.25	18.75	621	1050,0
3320	-8.75	20.25	621	1050,0
3320	-8.75	21.25	621	1050,0
3320	-9.75	21.25	621	1050,0
3320	-9.75	21.75	621	1050,0
3320	-9.25	22.25	621	1050,0
3320	-8.25	22.25	621	1050,0
3320	-8.25	23.25	621	1050,0
3320	-7.25	24.25	621	1050,0
3320	-6.25	24.25	621	1050,0
3320	-5.75	24.75	621	1050,0
3320	-5.75	25.25	621	1050,0
3320	-6.75	25.25	621	1050,0
3320	-7.25	25.75	621	1050,0
3320	-7.25	27.25	621	1050,0
3320	-6.25	27.25	621	1050,0
3320	-5.75	27.75	621	1050,0
3320	-5.25	27.75	621	1050,0
3320	-4.75	27.25	621	1050,0
3320	-2.75	27.25	621	1050,0
3320	-2.25	26.75	621	1050,0
3320	-2.25	26.25	621	1050,0
3320	-3.25	26.25	621	1050,0
3320	-3.25	25.75	621	1050,0
3320	-2.75	25.25	621	1050,0
3320	-2.75	24.25	621	1050,0
3320	-1.75	24.25	621	1050,0
3320	-1.75	23.75	621	1050,0
3320	-2.25	23.25	621	1050,0
3320	-3.25	23.25	621	1050,0
3320	-3.25	21.75	621	1050,0
3320	-2.75	21.75	621	1050,0
3320	-2.25	22.25	621	1050,0
